CONCEPT	DOCULECT	IPA	ID
water	Old_Malayalam	ʋeɭːam	640
water	Old_Tamil	n̪iːɾ	641
rain	Georgian	t͡sʼʷima	642
rain	Old_Kannada	maɻe	643
rain	Old_Telugu	kʊrʊju	644
rain	Old_Malayalam	maɻa	645
rain	Old_Tamil	maɻaj	646
river	Georgian	mdinaɾe	647
river	Old_Kannada	poɻe	648
river	Old_Telugu	eːru	649
river	Old_Malayalam	puɻa	650
river	Old_Tamil	aːru	651
lake	Georgian	tʼba	652
lake	Old_Kannada	kere	653
lake	Old_Telugu	t͡ʃerʊʋu	654
lake	Old_Malayalam	kuɭam	655
lake	Old_Tamil	eːɾi	656
sea	Georgian	zɣʷa	657
sea	Old_Kannada	kaɖal	658
sea	Old_Telugu	kaɖali	659
sea	Old_Malayalam	kaʈal	660
sea	Old_Tamil	kaʈal	661
salt	Old_Kannada	upːu	662
salt	Old_Telugu	upːu	663
salt	Old_Malayalam	upːə	664
salt	Old_Tamil	upːu	665
stone	Georgian	kʰʷa	666
stone	Old_Kannada	kal	667
stone	Old_Telugu	ɾaːji	668
stone	Old_Malayalam	kalːə	669
stone	Old_Tamil	kal	670
sand	Georgian	kʰʷiʃa	671
sand	Old_Kannada	maɾaɭu	672
sand	Old_Telugu	isʊka	673
sand	Old_Malayalam	maɳal	674
sand	Old_Tamil	maɳ	675
dust	Georgian	mtʼʷeɾi	676
dust	Old_Kannada	d̪umbu	677
dust	Old_Telugu	d̪ʊmːu	678
dust	Old_Malayalam	poʈi	679
dust	Old_Tamil	t̪ukaɭ	680
earth	Georgian	niadaɡi	681
earth	Old_Kannada	maɳːu	682
earth	Old_Telugu	manːu	683
earth	Old_Malayalam	maɳːə	684
earth	Old_Tamil	pulam	685
cloud	Georgian	ɣɾubeli	686
